"","Seedling_ID","Sample_Name","Tube_Sample","Sample","Group","Seedling_sp","Mother_sp","Soil_ID","Tube_label","Seedling_status_at_collection.x","Date_sample_collected","Extraction_date","Sample_type","Sample_weight_mg","Seedling_species","Adult_tag","Adult_species","Identifier","Soil_sample_number","Seedling_status_at_collection.y","Date_seedling_collected","Date_seedling_plated","Date_seedling_stored","Roots_box_position","Roots_sterile_box_positions","Stem_box_position","Stem_sterile_box_position","Leaves_box_position","Leaves_sterile_box_position","Seedling_collection_photo","Seedling_Collector","SequenceRoots","SequenceRootsSterile","SequenceStems","SequenceLeaves","Notes","...24"
"165","42320_0820_1_07","STRI_F_L097","F_L097","L097","FUN",NA,NA,"NA","L096",NA,20191011,NA,"Sterile leaf","51.2","HT",42320,"DG","7","57","Healthy","20191011",NA,20191015,"B1_10A","Bag","Bag","Bag","Bag","Bag","IMG_4969.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"166","42320_0820_1_07","STRI_F_R095","F_R095","R095","FUN",NA,NA,"NA","UR095",NA,20191011,NA,"Unsterile root","9.5","HT",42320,"DG","7","57","Healthy","20191011",NA,20191015,"B1_10A","Bag","Bag","Bag","Bag","Bag","IMG_4969.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"167","42320_0820_1_08","STRI_F_R159","F_R159","R159","FUN",NA,NA,"NA","UR159",NA,20190828,NA,"Unsterile root","8.1","HT",42320,"DG","8",NA,"Healthy","20190828",NA,NA,"1_F1/1_H4?","NA","NA","NA","NA","NA","IMG_4604.HEIC","DP","Yes","No","No","No",NA,NA
"168","42320_0820_1_15","STRI_F_L178","F_L178","L178","FUN",NA,NA,"NA","L178","Healthy",20191011,NA,"Sterile leaf","28","HT",42320,"DG","15","57","Healthy","20191011",NA,20191015,"B1_9A","Bag","Bag","Bag","Bag","Bag","IMG_4973.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"169","42320_0820_1_15","STRI_F_R180","F_R180","R180","FUN",NA,NA,"NA","UR180","Healthy",20191011,NA,"Unsterile root","8","HT",42320,"DG","15","57","Healthy","20191011",NA,20191015,"B1_9A","Bag","Bag","Bag","Bag","Bag","IMG_4973.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"170","42320_1901_1_01","STRI_F_R102","F_R102","R102","FUN",NA,NA,"NA","UR102",NA,20190927,NA,"Unsterile root","3.5","SA",42320,"DG","1","20","Healthy","20190927","NA",20191001,"B1_8D","NA","B_G4","B_G3","B_D4","B_D3","IMG_4832.JPG","JS","Yes","No","Yes","Yes",NA,NA
"171","42320_1901_1_01","STRI_F_L224","F_L224","L224","FUN",NA,NA,"NA","L224",NA,20190927,NA,"Sterile leaf","51.7","SA",42320,"DG","1","20","Healthy","20190927","NA",20191001,"B1_8D","NA","B_G4","B_G3","B_D4","B_D3","IMG_4832.JPG","JS","Yes","No","Yes","Yes",NA,NA
"172","42320_1901_2_02","STRI_F_L085","F_L085","L085","FUN",NA,NA,"NA","L085",NA,20191002,NA,"Sterile leaf","59","SA",42320,"DG","2",NA,"Pathogen","20191002","20191006",20191006,"Bag","Bag","Bag","Bag","Bag","Bag","IMG_4939.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"173","42320_1901_2_02","STRI_F_R083","F_R083","R083","FUN",NA,NA,"NA","UR083",NA,20191002,NA,"Unsterile root","43.4","SA",42320,"DG","2",NA,"Pathogen","20191002","20191006",20191006,"Bag","Bag","Bag","Bag","Bag","Bag","IMG_4939.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"174","42320_1901_3_01","STRI_F_R160","F_R160","R160","FUN",NA,NA,"NA","UR160",NA,20190828,NA,"Unsterile root","1.5","SA",42320,"DG","N",NA,"Healthy","20190828",NA,NA,"1_F6","NA","S_F6","NA","L_F6","NA","IMG_4611.HEIC","DP","Yes","No","No","No","Found mostly uprooted",NA
"175","42320_1901_3_01","STRI_F_R160","F_R160","R160","FUN",NA,NA,"NA","UR160",NA,20190828,NA,"Unsterile root","1.5","SA",42320,"DG","N",NA,"Healthy","20190820",NA,NA,"1_I6","NA","S_I6","NA","L_I6","NA","IMG_4359.HEIC","DP","Yes","No","No","No","Two samples, not sure which is which",NA
"176","42320_1901_3_02","STRI_F_R162","F_R162","R162","FUN",NA,NA,"NA","UR162",NA,20190828,NA,"Unsterile root","7.9","SA",42320,"DG","N",NA,"Healthy","20190828",NA,NA,"1_G6","NA","S_G6","NA","L_G6","NA","IMG_4611.HEIC","DP","Yes","No","No","No","Found mostly uprooted",NA
"177","42320_1901_3_03","STRI_F_R147","F_R147","R147","FUN",NA,NA,"NA","UR147",NA,20190820,NA,"Unsterile root","4.4000000000000004","SA",42320,"DG","N",NA,"Healthy","20190820",NA,NA,"1_I6","NA","S_I6","NA","L_I6","NA","IMG_4353.HEIC","DP","Yes","No","No","No","Two samples, not sure which is which",NA
"178","58779_0407_3_01","STRI_F_R154","F_R154","R154","FUN",NA,NA,"NA","UR154",NA,20190828,NA,"Unsterile root","13.9","DG",58779,"HT","N",NA,"Healthy","20190828",NA,NA,"1_B1","NA","S_B1","NA","L_B1","NA","IMG_4601.HEIC","DP","Yes","No","No","No",NA,NA
"179","58779_0803_1_01","STRI_F_R143","F_R143","R143","FUN",NA,NA,"NA","UR143",NA,20190822,NA,"Unsterile root","4.4000000000000004","HC",58779,"HT","1",NA,"Healthy","20190822",NA,NA,"1_B7","NA","S_B7","NA","L_B7","NA","IMG_4347.HEIC","DP","Yes","No","No","No",NA,NA
"180","58779_0803_2_02","STRI_F_R198","F_R198","R198","FUN",NA,NA,"NA","UR198",NA,20190926,NA,"Unsterile root","NA","HC",58779,"HT","N2",NA,"Pathogen","20190926","20190929",20190929,"B1_8E","A_G8","NA","B_F4","NA","B_E5","IMG_4852.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"181","58779_0803_3_01","STRI_F_R156","F_R156","R156","FUN",NA,NA,"NA","UR156",NA,20190828,NA,"Unsterile root","11.3","HC",58779,"HT","N",NA,"Healthy","20190828",NA,NA,"1_C6","NA","S_C6","NA","L_C9","NA","IMG_4603.HEIC","DP","Yes","No","No","No",NA,NA
"182","58779_0803_3_02","STRI_F_R155","F_R155","R155","FUN",NA,NA,"NA","UR155",NA,20190828,NA,"Unsterile root","4.3","HC",58779,"HT","N","53","Healthy","20190828",NA,NA,"1_E7","NA","S_E7","NA","L_E7","NA","IMG_4600.HEIC","DP","Yes","No","No","No",NA,NA
"183","58779_0803_3_03","STRI_F_R121","F_R121","R121","FUN",NA,NA,"NA","UR121",NA,20190828,NA,"Unsterile root","5.5","HC",58779,"HT","N",NA,"Healthy","20190828",NA,NA,"1_E6","NA","S_E6","NA","L_E6","NA","IMG_4597.HEIC","DP","Yes","No","No","No",NA,NA
"184","58779_0820_1_04","STRI_F_R157","F_R157","R157","FUN",NA,NA,"NA","UR157",NA,20190828,NA,"Unsterile root","2.1","HT",58779,"HT","4",NA,"Healthy","20190828",NA,NA,"1_E2","NA","S_E2","NA","L_E2","NA","IMG_4602.HEIC","DP","Yes","No","No","No",NA,NA
"185","58779_0820_1_07","STRI_F_R039","F_R039","R039","FUN",NA,NA,"NA","UR039",NA,20191001,NA,"Unsterile root","36.799999999999997","HT",58779,"HT","7","30","Healthy","20191001",NA,20191002,"B1_4F","A_H8","NA","E_H8","E_A9","E_B1","IMG_4876.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"186","58779_0820_1_08","STRI_F_R098","F_R098","R098","FUN",NA,NA,"NA","UR098",NA,20190814,NA,"Unsterile root","2.1","HT",58779,"HT","8",NA,"Healthy","20190814",NA,NA,"1_I2","NA","NA","NA","NA","NA",NA,"DP","Yes","No","No","No","From census record",NA
"187","58779_0820_2_03","STRI_F_L077","F_L077","L077","FUN",NA,NA,"NA","L077",NA,20190926,NA,"Sterile leaf","26.7","HT",58779,"HT","N3",NA,"Pathogen","20190926","20190929",20190929,"B1_6E","A_G4","NA","B_F7","NA","B_E2","IMG_4849.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"188","58779_0820_2_03","STRI_F_R075","F_R075","R075","FUN",NA,NA,"NA","UR075",NA,20190926,NA,"Unsterile root","4.7","HT",58779,"HT","N3",NA,"Pathogen","20190926","20190929",20190929,"B1_6E","A_G4","NA","B_F7","NA","B_E2","IMG_4849.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"189","58779_1901_1_01","STRI_F_L038","F_L038","L038","FUN",NA,NA,"NA","L038",NA,20191001,NA,"Sterile leaf","61.2","SA",58779,"HT","1","32","Healthy","20191001",NA,20191002,"B1_7F","A_I4","NA","E_H5","E_B6","E_B7","IMG_4879.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"190","58779_1901_1_01","STRI_F_R036","F_R036","R036","FUN",NA,NA,"NA","UR036",NA,20191001,NA,"Unsterile root","42.9","SA",58779,"HT","1","32","Healthy","20191001",NA,20191002,"B1_7F","A_I4","NA","E_H5","E_B6","E_B7","IMG_4879.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
